Main	Middle	Sub	Address	Central	Unfiltered	Description	DatapointType	Security
		OG_Kind3_Deckenlicht_Eingang DIM_ABS	1/3/102					Auto
		OG_Kind3_Deckenlicht_Eingang TW_ABS	1/3/103					Auto
		OG_Kind3_Deckenlicht_Eingang TW_REL	1/3/104					Auto
		OG_Kind3_Deckenlicht_Eingang RGB_ABS	1/3/105					Auto
		OG_Kind3_Deckenlicht_Eingang RM_EA	1/3/106					Auto
		OG_Kind3_Deckenlicht_Eingang RM_DIM	1/3/107					Auto
		OG_Kind3_Deckenlicht_Eingang RM_TWRGB	1/3/108					Auto
		OG_Kind3_Deckenlicht_Eingang FEHLER	1/3/109					Auto
		OG_Kind3_Deckenlicht_Zentral EA	1/3/110					Auto
		OG_Kind3_Deckenlicht_Zentral DIM_REL	1/3/111					Auto
		OG_Kind3_Deckenlicht_Zentral DIM_ABS	1/3/112					Auto
		OG_Kind3_Deckenlicht_Zentral TW_ABS	1/3/113					Auto
		OG_Kind3_Deckenlicht_Zentral TW_REL	1/3/114					Auto
		OG_Kind3_Deckenlicht_Zentral RGB_ABS	1/3/115					Auto
		OG_Kind3_Deckenlicht_Zentral RM_EA	1/3/116					Auto
		OG_Kind3_Deckenlicht_Zentral RM_DIM	1/3/117					Auto
		OG_Kind3_Deckenlicht_Zentral RM_TWRGB	1/3/118					Auto
		OG_Kind3_Deckenlicht_Zentral FEHLER	1/3/119					Auto
		OG_Kind3_Wandlampe_Bett EA	1/3/120					Auto
		OG_Kind3_Wandlampe_Bett DIM_REL	1/3/121					Auto
		OG_Kind3_Wandlampe_Bett DIM_ABS	1/3/122					Auto
		OG_Kind3_Wandlampe_Bett TW_ABS	1/3/123					Auto
		OG_Kind3_Wandlampe_Bett TW_REL	1/3/124					Auto
		OG_Kind3_Wandlampe_Bett RGB_ABS	1/3/125					Auto
		OG_Kind3_Wandlampe_Bett RM_EA	1/3/126					Auto
		OG_Kind3_Wandlampe_Bett RM_DIM	1/3/127					Auto
		OG_Kind3_Wandlampe_Bett RM_TWRGB	1/3/128					Auto
		OG_Kind3_Wandlampe_Bett FEHLER	1/3/129					Auto
		OG_Eltern_Deckenlampe_Zentral EA	1/3/130					Auto
		OG_Eltern_Deckenlampe_Zentral DIM_REL	1/3/131					Auto
		OG_Eltern_Deckenlampe_Zentral DIM_ABS	1/3/132					Auto
		OG_Eltern_Deckenlampe_Zentral TW_ABS	1/3/133					Auto
		OG_Eltern_Deckenlampe_Zentral TW_REL	1/3/134					Auto
		OG_Eltern_Deckenlampe_Zentral RGB_ABS	1/3/135					Auto
		OG_Eltern_Deckenlampe_Zentral RM_EA	1/3/136					Auto
		OG_Eltern_Deckenlampe_Zentral RM_DIM	1/3/137					Auto
		OG_Eltern_Deckenlampe_Zentral RM_TWRGB	1/3/138					Auto
		OG_Eltern_Deckenlampe_Zentral FEHLER	1/3/139					Auto
		OG_Eltern_Deckenlampe_Bett_links EA	1/3/140					Auto
		OG_Eltern_Deckenlampe_Bett_links DIM_REL	1/3/141					Auto
		OG_Eltern_Deckenlampe_Bett_links DIM_ABS	1/3/142					Auto
		OG_Eltern_Deckenlampe_Bett_links TW_ABS	1/3/143					Auto
		OG_Eltern_Deckenlampe_Bett_links TW_REL	1/3/144					Auto
		OG_Eltern_Deckenlampe_Bett_links RGB_ABS	1/3/145					Auto
		OG_Eltern_Deckenlampe_Bett_links RM_EA	1/3/146					Auto
		OG_Eltern_Deckenlampe_Bett_links RM_DIM	1/3/147					Auto
		OG_Eltern_Deckenlampe_Bett_links RM_TWRGB	1/3/148					Auto
		OG_Eltern_Deckenlampe_Bett_links FEHLER	1/3/149					Auto
		OG_Eltern_Deckenlampe_Bett_rechts EA	1/3/150					Auto
		OG_Eltern_Deckenlampe_Bett_rechts DIM_REL	1/3/151					Auto
		OG_Eltern_Deckenlampe_Bett_rechts DIM_ABS	1/3/152					Auto
		OG_Eltern_Deckenlampe_Bett_rechts TW_ABS	1/3/153					Auto
		OG_Eltern_Deckenlampe_Bett_rechts TW_REL	1/3/154					Auto
		OG_Eltern_Deckenlampe_Bett_rechts RGB_ABS	1/3/155					Auto
		OG_Eltern_Deckenlampe_Bett_rechts RM_EA	1/3/156					Auto
		OG_Eltern_Deckenlampe_Bett_rechts RM_DIM	1/3/157					Auto
		OG_Eltern_Deckenlampe_Bett_rechts RM_TWRGB	1/3/158					Auto
		OG_Eltern_Deckenlampe_Bett_rechts FEHLER	1/3/159					Auto
		OG_Eltern_Deckenlampe_Eck EA	1/3/160					Auto
		OG_Eltern_Deckenlampe_Eck DIM_REL	1/3/161					Auto
		OG_Eltern_Deckenlampe_Eck DIM_ABS	1/3/162					Auto
		OG_Eltern_Deckenlampe_Eck TW_ABS	1/3/163					Auto
		OG_Eltern_Deckenlampe_Eck TW_REL	1/3/164					Auto
		OG_Eltern_Deckenlampe_Eck RGB_ABS	1/3/165					Auto
		OG_Eltern_Deckenlampe_Eck RM_EA	1/3/166					Auto
		OG_Eltern_Deckenlampe_Eck RM_DIM	1/3/167					Auto
		OG_Eltern_Deckenlampe_Eck RM_TWRGB	1/3/168					Auto
		OG_Eltern_Deckenlampe_Eck FEHLER	1/3/169					Auto
		OG_Bad_Deckenlampe_Badewanne EA	1/3/170					Auto
		OG_Bad_Deckenlampe_Badewanne DIM_REL	1/3/171					Auto
		OG_Bad_Deckenlampe_Badewanne DIM_ABS	1/3/172					Auto
		OG_Bad_Deckenlampe_Badewanne TW_ABS	1/3/173					Auto
		OG_Bad_Deckenlampe_Badewanne TW_REL	1/3/174					Auto
		OG_Bad_Deckenlampe_Badewanne RGB_ABS	1/3/175					Auto
		OG_Bad_Deckenlampe_Badewanne RM_EA	1/3/176					Auto
		OG_Bad_Deckenlampe_Badewanne RM_DIM	1/3/177					Auto
		OG_Bad_Deckenlampe_Badewanne RM_TWRGB	1/3/178					Auto
		OG_Bad_Deckenlampe_Badewanne FEHLER	1/3/179					Auto
		OG_Bad_Spiegel EA	1/3/180					Auto
		OG_Bad_Spiegel DIM_REL	1/3/181					Auto
		OG_Bad_Spiegel DIM_ABS	1/3/182					Auto
		OG_Bad_Spiegel TW_ABS	1/3/183					Auto
		OG_Bad_Spiegel TW_REL	1/3/184					Auto
		OG_Bad_Spiegel RGB_ABS	1/3/185					Auto
		OG_Bad_Spiegel RM_EA	1/3/186					Auto
		OG_Bad_Spiegel RM_DIM	1/3/187					Auto
		OG_Bad_Spiegel RM_TWRGB	1/3/188					Auto
		OG_Bad_Spiegel FEHLER	1/3/189					Auto
		OG_Ankleide_Spiegel EA	1/3/190					Auto
		OG_Ankleide_Spiegel DIM_REL	1/3/191					Auto
		OG_Ankleide_Spiegel DIM_ABS	1/3/192					Auto
		OG_Ankleide_Spiegel TW_ABS	1/3/193					Auto
		OG_Ankleide_Spiegel TW_REL	1/3/194					Auto
		OG_Ankleide_Spiegel RGB_ABS	1/3/195					Auto
		OG_Ankleide_Spiegel RM_EA	1/3/196					Auto
		OG_Ankleide_Spiegel RM_DIM	1/3/197					Auto
		OG_Ankleide_Spiegel RM_TWRGB	1/3/198					Auto
		OG_Ankleide_Spiegel FEHLER	1/3/199					Auto
		OG_Balkon_DeckenlampeBad EA	1/3/200					Auto
		OG_Balkon_DeckenlampeBad DIM_REL	1/3/201					Auto
		OG_Balkon_DeckenlampeBad DIM_ABS	1/3/202					Auto
		OG_Balkon_DeckenlampeBad TW_ABS	1/3/203					Auto
		OG_Balkon_DeckenlampeBad TW_REL	1/3/204					Auto
		OG_Balkon_DeckenlampeBad RGB_ABS	1/3/205					Auto
		OG_Balkon_DeckenlampeBad RM_EA	1/3/206					Auto
		OG_Balkon_DeckenlampeBad RM_DIM	1/3/207					Auto
		OG_Balkon_DeckenlampeBad RM_TWRGB	1/3/208					Auto
		OG_Balkon_DeckenlampeBad FEHLER	1/3/209					Auto
		OG_Balkon_Wandlampen EA	1/3/210					Auto
		OG_Balkon_Wandlampen DIM_REL	1/3/211					Auto
		OG_Balkon_Wandlampen DIM_ABS	1/3/212					Auto
		OG_Balkon_Wandlampen TW_ABS	1/3/213					Auto
		OG_Balkon_Wandlampen TW_REL	1/3/214					Auto
		OG_Balkon_Wandlampen RGB_ABS	1/3/215					Auto
		OG_Balkon_Wandlampen RM_EA	1/3/216					Auto
		OG_Balkon_Wandlampen RM_DIM	1/3/217					Auto
		OG_Balkon_Wandlampen RM_TWRGB	1/3/218					Auto
		OG_Balkon_Wandlampen FEHLER	1/3/219					Auto
