Main	Middle	Sub	Address	Central	Unfiltered	Description	DatapointType	Security
		OG_Kind1_PM STATUSAKTOR	5/3/63					Auto
		OG_Kind1_PM SPERRE	5/3/64					Auto
		OG_Kind1_PM ZWANGSFÜHRUNG	5/3/65					Auto
		OG_Kind1_PM STATUSAUTOMATIK	5/3/66					Auto
		OG_Kind1_PM NURIMDUNKELNAKTIV	5/3/67					Auto
		OG_Kind1_PM NACHLAUFZEIT	5/3/68					Auto
		OG_Kind1_PM LEDROT	5/3/69					Auto
		OG_Kind1_PM RAUMHELLIGKEIT	5/3/70					Auto
		OG_Kind1_PM HELLIGKEITSSCHWELLWERT	5/3/71					Auto
		OG_Kind1_PM START_KALIBRIERUNG	5/3/72					Auto
		OG_Kind1_PM DIMMWERT	5/3/73					Auto
		OG_Kind2_PM TASTERKURZ	5/3/80					Auto
		OG_Kind2_PM TASTERLANG	5/3/81					Auto
		OG_Kind2_PM EXTBEWEGUNG	5/3/82					Auto
		OG_Kind2_PM STATUSAKTOR	5/3/83					Auto
		OG_Kind2_PM SPERRE	5/3/84					Auto
		OG_Kind2_PM ZWANGSFÜHRUNG	5/3/85					Auto
		OG_Kind2_PM STATUSAUTOMATIK	5/3/86					Auto
		OG_Kind2_PM NURIMDUNKELNAKTIV	5/3/87					Auto
		OG_Kind2_PM NACHLAUFZEIT	5/3/88					Auto
		OG_Kind2_PM LEDROT	5/3/89					Auto
		OG_Kind2_PM RAUMHELLIGKEIT	5/3/90					Auto
		OG_Kind2_PM HELLIGKEITSSCHWELLWERT	5/3/91					Auto
		OG_Kind2_PM START_KALIBRIERUNG	5/3/92					Auto
		OG_Kind2_PM DIMMWERT	5/3/93					Auto
		OG_Kind3_PM TASTERKURZ	5/3/100					Auto
		OG_Kind3_PM TASTERLANG	5/3/101					Auto
		OG_Kind3_PM EXTBEWEGUNG	5/3/102					Auto
		OG_Kind3_PM STATUSAKTOR	5/3/103					Auto
		OG_Kind3_PM SPERRE	5/3/104					Auto
		OG_Kind3_PM ZWANGSFÜHRUNG	5/3/105					Auto
		OG_Kind3_PM STATUSAUTOMATIK	5/3/106					Auto
		OG_Kind3_PM NURIMDUNKELNAKTIV	5/3/107					Auto
		OG_Kind3_PM NACHLAUFZEIT	5/3/108					Auto
		OG_Kind3_PM LEDROT	5/3/109					Auto
		OG_Kind3_PM RAUMHELLIGKEIT	5/3/110					Auto
		OG_Kind3_PM HELLIGKEITSSCHWELLWERT	5/3/111					Auto
		OG_Kind3_PM START_KALIBRIERUNG	5/3/112					Auto
		OG_Kind3_PM DIMMWERT	5/3/113					Auto
		OG_Eltern_BM_BettRechts TASTERKURZ	5/3/120					Auto
		OG_Eltern_BM_BettRechts TASTERLANG	5/3/121					Auto
		OG_Eltern_BM_BettRechts EXTBEWEGUNG	5/3/122					Auto
		OG_Eltern_BM_BettRechts STATUSAKTOR	5/3/123					Auto
		OG_Eltern_BM_BettRechts SPERRE	5/3/124					Auto
		OG_Eltern_BM_BettRechts ZWANGSFÜHRUNG	5/3/125					Auto
		OG_Eltern_BM_BettRechts STATUSAUTOMATIK	5/3/126					Auto
		OG_Eltern_BM_BettRechts NURIMDUNKELNAKTIV	5/3/127					Auto
		OG_Eltern_BM_BettRechts NACHLAUFZEIT	5/3/128					Auto
		OG_Eltern_BM_BettRechts LEDROT	5/3/129					Auto
		OG_Eltern_BM_BettRechts RAUMHELLIGKEIT	5/3/130					Auto
		OG_Eltern_BM_BettRechts HELLIGKEITSSCHWELLWERT	5/3/131					Auto
		OG_Eltern_BM_BettRechts START_KALIBRIERUNG	5/3/132					Auto
		OG_Eltern_BM_BettRechts DIMMWERT	5/3/133					Auto
		OG_Eltern_BM_BettLinks TASTERKURZ	5/3/140					Auto
		OG_Eltern_BM_BettLinks TASTERLANG	5/3/141					Auto
		OG_Eltern_BM_BettLinks EXTBEWEGUNG	5/3/142					Auto
		OG_Eltern_BM_BettLinks STATUSAKTOR	5/3/143					Auto
		OG_Eltern_BM_BettLinks SPERRE	5/3/144					Auto
		OG_Eltern_BM_BettLinks ZWANGSFÜHRUNG	5/3/145					Auto
		OG_Eltern_BM_BettLinks STATUSAUTOMATIK	5/3/146					Auto
		OG_Eltern_BM_BettLinks NURIMDUNKELNAKTIV	5/3/147					Auto
		OG_Eltern_BM_BettLinks NACHLAUFZEIT	5/3/148					Auto
		OG_Eltern_BM_BettLinks LEDROT	5/3/149					Auto
		OG_Eltern_BM_BettLinks RAUMHELLIGKEIT	5/3/150					Auto
		OG_Eltern_BM_BettLinks HELLIGKEITSSCHWELLWERT	5/3/151					Auto
		OG_Eltern_BM_BettLinks START_KALIBRIERUNG	5/3/152					Auto
		OG_Eltern_BM_BettLinks DIMMWERT	5/3/153					Auto
		OG_Eltern_PM TASTERKURZ	5/3/160					Auto
		OG_Eltern_PM TASTERLANG	5/3/161					Auto
		OG_Eltern_PM EXTBEWEGUNG	5/3/162					Auto
		OG_Eltern_PM STATUSAKTOR	5/3/163					Auto
		OG_Eltern_PM SPERRE	5/3/164					Auto
		OG_Eltern_PM ZWANGSFÜHRUNG	5/3/165					Auto
		OG_Eltern_PM STATUSAUTOMATIK	5/3/166					Auto
		OG_Eltern_PM NURIMDUNKELNAKTIV	5/3/167					Auto
		OG_Eltern_PM NACHLAUFZEIT	5/3/168					Auto
		OG_Eltern_PM LEDROT	5/3/169					Auto
		OG_Eltern_PM RAUMHELLIGKEIT	5/3/170					Auto
		OG_Eltern_PM HELLIGKEITSSCHWELLWERT	5/3/171					Auto
		OG_Eltern_PM START_KALIBRIERUNG	5/3/172					Auto
		OG_Eltern_PM DIMMWERT	5/3/173					Auto
		OG_Bad_PM TASTERKURZ	5/3/180					Auto
		OG_Bad_PM TASTERLANG	5/3/181					Auto
		OG_Bad_PM EXTBEWEGUNG	5/3/182					Auto
		OG_Bad_PM STATUSAKTOR	5/3/183					Auto
		OG_Bad_PM SPERRE	5/3/184					Auto
		OG_Bad_PM ZWANGSFÜHRUNG	5/3/185					Auto
		OG_Bad_PM STATUSAUTOMATIK	5/3/186					Auto
		OG_Bad_PM NURIMDUNKELNAKTIV	5/3/187					Auto
		OG_Bad_PM NACHLAUFZEIT	5/3/188					Auto
		OG_Bad_PM LEDROT	5/3/189					Auto
		OG_Bad_PM RAUMHELLIGKEIT	5/3/190					Auto
		OG_Bad_PM HELLIGKEITSSCHWELLWERT	5/3/191					Auto
		OG_Bad_PM START_KALIBRIERUNG	5/3/192					Auto
		OG_Bad_PM DIMMWERT	5/3/193					Auto
		OG_Ankleide_PM TASTERKURZ	5/3/200					Auto
		OG_Ankleide_PM TASTERLANG	5/3/201					Auto
		OG_Ankleide_PM EXTBEWEGUNG	5/3/202					Auto
		OG_Ankleide_PM STATUSAKTOR	5/3/203					Auto
		OG_Ankleide_PM SPERRE	5/3/204					Auto
		OG_Ankleide_PM ZWANGSFÜHRUNG	5/3/205					Auto
		OG_Ankleide_PM STATUSAUTOMATIK	5/3/206					Auto
		OG_Ankleide_PM NURIMDUNKELNAKTIV	5/3/207					Auto
		OG_Ankleide_PM NACHLAUFZEIT	5/3/208					Auto
		OG_Ankleide_PM LEDROT	5/3/209					Auto
		OG_Ankleide_PM RAUMHELLIGKEIT	5/3/210					Auto
		OG_Ankleide_PM HELLIGKEITSSCHWELLWERT	5/3/211					Auto
		OG_Ankleide_PM START_KALIBRIERUNG	5/3/212					Auto
		OG_Ankleide_PM DIMMWERT	5/3/213					Auto
		OG_WC_PM TASTERKURZ	5/3/220					Auto
		OG_WC_PM TASTERLANG	5/3/221					Auto
		OG_WC_PM EXTBEWEGUNG	5/3/222					Auto
		OG_WC_PM STATUSAKTOR	5/3/223					Auto
		OG_WC_PM SPERRE	5/3/224					Auto
		OG_WC_PM ZWANGSFÜHRUNG	5/3/225					Auto
		OG_WC_PM STATUSAUTOMATIK	5/3/226					Auto
		OG_WC_PM NURIMDUNKELNAKTIV	5/3/227					Auto
		OG_WC_PM NACHLAUFZEIT	5/3/228					Auto
		OG_WC_PM LEDROT	5/3/229					Auto
		OG_WC_PM RAUMHELLIGKEIT	5/3/230					Auto
		OG_WC_PM HELLIGKEITSSCHWELLWERT	5/3/231					Auto
		OG_WC_PM START_KALIBRIERUNG	5/3/232					Auto
		OG_WC_PM DIMMWERT	5/3/233					Auto
